Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
88.0,2144.41,766.3999999999069,4.009,3.408,4904.375,5876.38,9169.91,1020
89.0,2142.0,764.3999999999069,4.009,3.408,4898.344000000041,5876.34,9137.53,1019
90.0,2140.59,764.3999999999069,4.01,3.408,4892.344000000041,5840.34,9173.0,1018
91.0,2138.5,759.0,4.009,3.409,4886.313000000315,5840.31,9155.69,1017
92.0,2136.47,760.8000000000466,4.009,3.409,4880.344000000041,5840.34,9161.78,1016
93.0,2134.0,757.1999999999534,4.009,3.41,4874.344000000041,5840.34,9131.06,1015
94.0,2131.88,757.0,4.008,3.412,4862.280999999726,5840.28,9130.16,1014
95.0,2129.62,753.6000000000931,4.008,3.413,4856.344000000041,5840.34,9124.16,1013
96.0,2128.09,753.6000000000931,4.008,3.413,4850.311999999685,5804.34,9120.41,1012
97.0,2126.28,752.0,4.008,3.414,4844.375,5804.38,9106.12,1011
98.0,2124.53,750.0,4.007,3.413,4839.513000000268,5804.31,9099.88,1010
99.0,2123.41,750.3999999999069,4.007,3.415,4838.375,5804.38,9117.97,1009
100.0,2121.16,747.0,4.007,3.415,4832.311999999685,5804.31,9097.0,1008
101.0,2119.66,748.8000000000466,4.006,3.416,4820.344000000274,5804.34,9094.5,1007
102.0,2118.38,744.8000000000466,4.006,3.416,4817.944000000134,5768.34,9103.69,1006
103.0,2116.62,745.1999999999534,4.006,3.417,4814.375,5768.38,9095.75,1005
104.0,2115.5,745.2000000001863,4.006,3.416,4808.313000000315,5768.31,9086.25,1004
105.0,2114.19,747.0,4.006,3.417,4803.513000000268,5768.31,9081.06,1003
106.0,2105.12,738.0,3.989,3.416,4802.311999999918,6544.69,8870.75,1002
107.0,2105.56,736.7999999998137,4.003,3.422,4772.375,5732.38,9033.12,1001
108.0,2114.94,734.438000000082,4.017,3.665,4742.875,5726.0,9154.06,1000
109.0,203725.7,2749.994666666724,4.271,3.255,72239.99699999997,84130.08,84130.08,999
110.0,2125.57,745.2000000001863,3.997,3.406,5105.952000000048,6092.35,9619.74,998
111.0,2127.55,749.6000000000931,4.0,3.42,4832.382999999914,5804.38,9210.34,997
112.0,2126.82,753.0,4.001,3.416,4838.289999999572,5804.29,9187.39,996
113.0,2125.22,756.0,4.001,3.417,4832.351999999955,5804.35,9167.52,995
114.0,2124.22,755.0,4.002,3.417,4826.320000000298,5804.32,9194.31,994
115.0,2121.12,753.0,4.002,3.417,4825.120000000112,5768.32,9156.35,993
116.0,2118.53,751.0,4.002,3.418,4814.351000000257,5768.35,9152.32,992
117.0,2116.48,746.3999999999069,4.003,3.419,4803.419000000227,5768.22,9178.3,991
118.0,2113.77,746.3999999999069,4.003,3.42,4796.350999999791,5768.35,9166.11,990
119.0,2111.2,742.3999999999069,4.003,3.421,4789.150999999605,5732.35,9160.06,989
120.0,2108.48,741.0,4.003,3.422,4778.351999999955,5732.35,9138.02,988
121.0,2106.11,740.7999999998137,4.003,3.422,4772.351999999955,5732.35,9131.23,987
122.0,2104.28,735.0,4.004,3.423,4760.35999999987,5732.36,9137.12,986
123.0,2101.89,736.7999999998137,4.004,3.424,4754.327999999747,5732.33,9107.88,985
124.0,2099.23,733.2000000001863,4.004,3.424,4748.359000000171,5696.36,9120.83,984
125.0,2096.67,729.0,4.003,3.426,4738.759000000078,5696.36,9093.77,983
126.0,2094.02,729.6000000000931,4.003,3.427,4730.359000000171,5696.36,9077.73,982
127.0,2091.81,728.0,4.003,3.428,4718.280999999959,5696.28,9081.75,981
128.0,2090.08,726.0,4.003,3.428,4712.343999999575,5660.34,9072.73,980
129.0,2088.2,726.3999999999069,4.003,3.429,4709.9590000002645,5660.36,9065.83,979
130.0,2086.09,722.3999999999069,4.003,3.429,4702.7599999997765,5660.36,9047.88,978
131.0,2084.31,723.0,4.002,3.43,4695.51200000057,5660.31,9063.48,977
132.0,2081.41,718.7999999998137,4.002,3.43,4694.311999999918,5660.31,9045.89,976
133.0,2087.38,715.2179999998771,4.015,3.675,4648.344000000041,5628.0,9105.66,975
134.0,2086.5,717.6000000000931,4.0,3.755,4652.342999999877,5624.34,9063.12,974
135.0,2084.88,715.2000000001863,4.001,3.433,4700.313000000082,5660.31,9071.31,973
136.0,2081.91,715.2000000001863,4.001,3.432,4695.544000000693,5660.34,9060.28,972
137.0,2079.44,717.6000000000931,4.001,3.433,4688.344000000041,5660.34,9031.69,971
138.0,2076.53,714.0,4.001,3.433,4681.049999999814,5624.25,9043.97,970
139.0,2073.66,712.0,4.0,3.435,4670.281000000425,5624.28,9020.41,969
140.0,2072.22,708.0,4.0,3.436,4664.25,5624.25,9024.75,968
141.0,2070.38,710.3999999999069,4.0,3.436,4658.311999999918,5624.31,9017.56,967
142.0,2068.22,707.0,4.0,3.437,4652.342999999877,5624.34,9015.88,966
143.0,2065.72,704.7999999998137,4.0,3.437,4645.205999999773,5588.41,9017.0,965
144.0,2062.38,703.2000000001863,3.998,3.438,4634.312000000384,5588.31,8977.62,964
145.0,2060.62,701.6000000000931,3.999,3.439,4628.312999999616,5588.31,8993.34,963
146.0,2058.56,702.0,3.999,3.439,4616.375,5588.38,8967.62,962
147.0,2057.06,700.0,3.998,3.439,4610.25,5588.25,8978.31,961
148.0,2056.0,700.0,3.999,3.44,4604.375,5552.38,8970.09,960
149.0,2054.06,696.0,3.998,3.44,4601.944000000134,5552.34,8961.5,959
150.0,2052.75,698.3999999999069,3.998,3.44,4594.7440000004135,5552.34,8962.69,958
151.0,2050.78,696.7999999998137,3.998,3.441,4592.375,5552.38,8958.06,957
152.0,2049.12,694.7999999998137,3.998,3.441,4586.217999999877,5552.22,8934.06,956
153.0,2048.38,696.7999999998137,3.997,3.441,4580.344000000041,5552.34,8992.78,955
154.0,2046.56,695.2000000001863,3.997,3.441,4580.311999999918,5552.31,8946.62,954
155.0,2045.38,695.2000000001863,3.997,3.442,4573.174999999814,5516.38,8939.94,953
156.0,2040.44,687.6000000000931,3.996,3.442,4568.375,5516.38,8963.62,952
157.0,2046.31,686.375,4.009,3.687,4515.375,5488.0,9035.81,951
158.0,2063.58,699.6000000000931,3.99,3.777,4460.512000000104,5444.51,9065.79,950
159.0,2065.12,704.0,3.992,3.44,4622.319999999832,5588.32,9084.86,949
160.0,2062.34,708.0,3.993,3.438,4628.382999999914,5588.38,9048.42,948
161.0,2060.26,705.6000000000931,3.993,3.439,4616.320999999996,5588.32,9068.54,947
162.0,2057.76,709.0,3.994,3.44,4609.181999999564,5552.38,9054.21,946
163.0,2055.78,707.2000000001863,3.995,3.439,4601.950999999419,5552.35,9064.76,945
164.0,2052.64,700.7999999998137,3.995,3.44,4592.351999999955,5552.35,9073.27,944
165.0,2049.85,700.7999999998137,3.996,3.442,4580.319999999832,5552.32,9044.32,943
166.0,2047.59,696.7999999998137,3.996,3.442,4573.119999999646,5516.32,9054.12,942
167.0,2044.19,695.2000000001863,3.996,3.442,4565.9199999999255,5516.32,9055.56,941
168.0,2041.38,693.0,3.997,3.444,4551.520000000019,5516.32,9039.52,940
169.0,2039.09,689.6000000000931,3.996,3.445,4544.350999999326,5480.35,9036.73,939
170.0,2036.98,687.6000000000931,3.996,3.445,4537.143999999389,5480.34,9009.59,938
171.0,2035.0,688.0,3.997,3.446,4529.943999999668,5480.34,9003.64,937
172.0,2032.91,684.0,3.996,3.447,4522.712999999989,5480.31,8987.33,936
173.0,2027.97,686.3751999996603,3.995,3.448,4515.527999999467,5480.33,8961.41,935
174.0,2028.0,682.7999999998137,3.995,3.448,4508.343999999575,5480.34,8981.75,934
175.0,2025.31,679.2000000001863,3.995,3.467,4496.311999999918,5444.31,8934.59,933
176.0,2023.94,675.2000000001863,3.995,3.45,4490.311999999918,5444.31,8957.95,932
177.0,2022.17,677.6000000000931,3.995,3.45,4484.391000000294,5444.39,8948.11,931
178.0,2020.52,675.6155000003055,3.995,3.451,4479.543000000529,5444.38,8940.06,930
179.0,2018.69,678.0,3.994,3.451,4478.343999999575,5444.34,8947.12,929
180.0,2015.39,674.3999999999069,3.993,3.451,4472.344000000507,5444.34,8934.02,928
181.0,2020.0,669.594000000041,4.006,3.692,4417.280999999959,5397.0,9021.25,927
182.0,2020.69,672.7999999998137,3.992,3.772,4424.313000000082,5408.31,8992.97,926
183.0,2019.62,674.3999999999069,3.993,3.455,4479.543999999762,5444.34,8946.84,925
184.0,2017.12,670.3999999999069,3.993,3.454,4478.406000000425,5444.41,8914.06,924
185.0,2014.19,670.7999999998137,3.993,3.453,4472.312000000384,5408.31,8892.03,923
186.0,2012.41,668.7999999998137,3.993,3.454,4460.375,5408.38,8910.31,922
187.0,2004.0,667.2000000001863,3.992,3.454,4454.375,5408.38,8901.56,921
188.0,2007.62,665.6000000000931,3.992,3.455,4443.513000000268,5408.31,8906.16,920
189.0,2004.81,663.6000000000931,3.992,3.456,4436.342999999877,5408.34,8873.28,919
190.0,2003.62,664.0,3.991,3.457,4430.467999999877,5372.47,8890.91,918
191.0,2001.31,664.0,3.991,3.456,4424.375,5372.38,8886.88,917
192.0,1999.41,662.3999999999069,3.991,3.457,4418.342999999877,5372.34,8870.62,916
193.0,1992.0,658.3999999999069,3.99,3.457,4412.344000000507,5372.34,8862.12,915
194.0,1995.38,658.7999999998137,3.99,3.458,4407.544000000227,5372.34,8853.0,914
195.0,1993.56,658.0,3.99,3.458,4400.342999999877,5372.34,8852.47,913
196.0,1992.0,659.2000000001863,3.99,3.459,4393.11299999943,5336.31,8879.28,912
197.0,1990.38,655.2000000001863,3.99,3.46,4388.342999999877,5336.34,8844.22,911
198.0,1989.5,656.0,3.99,3.46,4385.912000000011,5336.31,8870.59,910
199.0,1987.69,653.6000000000931,3.99,3.459,4378.711999999825,5336.31,8848.59,909
200.0,1987.0,654.0,3.989,3.46,4376.342999999877,5336.34,8861.16,908
201.0,1985.12,652.0,3.989,3.459,4370.343999999575,5336.34,8856.31,907
202.0,1983.88,654.0,3.989,3.46,4364.375,5336.38,8850.25,906
203.0,1983.12,654.3999999999069,3.989,3.46,4364.375,5300.38,8856.75,905
204.0,1976.12,647.2000000001863,3.987,3.46,4358.375,5300.38,8874.94,904
205.0,1979.81,643.25,3.999,3.699,4284.375,5264.0,8923.12,903
206.0,200853.38,2739.989999999758,4.269,3.293,69480.00199999986,81269.99,81269.99,902
207.0,2004.32,654.0,3.979,3.45,4803.552000000142,5804.35,9644.23,901
208.0,2009.28,664.0,3.983,3.466,4421.887999999337,5372.29,9003.2,900
209.0,2007.71,663.6000000000931,3.984,3.462,4436.318000000436,5372.32,8949.06,899
210.0,2006.79,663.2000000001863,3.984,3.462,4436.351000000257,5372.35,9007.04,898
211.0,2004.26,664.7999999998137,3.984,3.463,4429.151999999303,5372.38,8998.05,897
212.0,2001.82,662.3999999999069,3.986,3.463,4418.352000000421,5372.35,8962.85,896
213.0,1999.19,660.0,3.987,3.464,4412.351999999955,5372.35,9009.05,895
214.0,1996.73,660.0,3.987,3.465,4400.321000000462,5336.32,9003.07,894
215.0,1993.41,656.0,3.987,3.464,4393.151999999769,5336.35,9015.68,893
216.0,1989.98,654.0,3.988,3.465,4378.626999999862,5336.23,8996.52,892
217.0,1987.2,654.3999999999069,3.988,3.466,4370.351000000257,5300.35,8991.48,891
218.0,1984.12,650.3999999999069,3.987,3.466,4358.351000000257,5300.35,8956.8,890
219.0,1981.83,648.7999999998137,3.988,3.468,4349.959999999963,5300.36,8935.2,889
220.0,1979.58,646.7999999998137,3.988,3.467,4342.728000000119,5300.33,8937.7,888
221.0,1977.06,647.2000000001863,3.988,3.469,4334.328999999911,5264.33,8926.19,887
222.0,1974.34,645.6000000000931,3.987,3.469,4322.421999999788,5264.42,8899.72,886
223.0,1971.61,642.0,3.987,3.47,4313.95900000073,5264.36,8919.36,885
224.0,1969.05,640.0,3.987,3.47,4304.344000000507,5264.34,8891.06,884
225.0,1966.16,638.0,3.987,3.47,4298.344000000507,5264.34,8867.3,883
226.0,1964.28,638.3999999999069,3.986,3.471,4292.327999999281,5228.33,8868.19,882
227.0,1962.11,636.7999999998137,3.986,3.472,4285.143999999855,5228.34,8832.67,881
228.0,1960.67,636.7999999998137,3.986,3.472,4280.313000000082,5228.31,8838.97,880
229.0,1956.45,631.2000000001863,3.985,3.472,4274.233999999706,5228.23,8853.0,879
230.0,1957.31,628.780999999959,3.996,3.698,4207.311999999918,5180.0,8973.72,878
231.0,1958.56,630.0,3.983,3.782,4205.881000000052,5192.28,8865.38,877
232.0,1958.88,632.0,3.985,3.476,4274.344000000507,5228.34,8848.38,876
233.0,1956.34,633.5999999996275,3.985,3.474,4274.375,5228.38,8824.03,875
234.0,1953.16,632.0,3.984,3.474,4263.543000000529,5228.34,8820.72,874
235.0,1950.94,628.0,3.984,3.475,4256.344000000507,5192.34,8816.16,873
236.0,1948.09,626.4000000003725,3.984,3.475,4249.206000000238,5192.41,8833.28,872
237.0,1945.09,624.7999999998137,3.983,3.477,4238.343000000343,5192.34,8825.25,871
238.0,1942.91,626.0,3.983,3.494,4227.513000000268,5192.31,8801.62,870
239.0,1941.22,624.0,3.983,3.476,4226.317333333194,5156.31,8798.06,869
240.0,1939.5,623.2000000001863,3.983,3.477,4220.313000000082,5156.31,8807.06,868
241.0,1937.84,620.0,3.983,3.478,4208.311999999918,5156.31,8828.75,867
242.0,1935.19,622.0,3.982,3.478,4202.313000000082,5156.31,8817.16,866
243.0,1932.47,618.0,3.982,3.478,4196.406000000425,5156.41,8785.16,865
244.0,1930.16,618.0,3.982,3.478,4184.343999999575,5120.34,8769.22,864
245.0,1928.22,616.0,3.981,3.479,4178.281000000425,5120.28,8792.25,863
246.0,1926.53,616.7999999998137,3.981,3.479,4172.25,5120.25,8763.81,862
247.0,1925.66,616.7999999998137,3.981,3.48,4166.313000000082,5120.31,8789.81,861
248.0,1924.31,614.0,3.981,3.636,4128.0,5076.0,8727.56,860
249.0,1923.0,615.2000000001863,3.98,3.48,4160.311999999918,5120.31,8762.28,859
250.0,1921.75,612.0,3.98,3.479,4154.343999999575,5084.34,8776.56,858
251.0,1920.31,613.5999999996275,3.98,3.479,4148.343999999575,5084.34,8788.78,857
252.0,1918.44,612.0,3.979,3.48,4141.112999999896,5084.31,8762.56,856
253.0,1909.44,604.7999999998137,3.978,3.48,4136.375,5084.38,8784.81,855
254.0,1911.75,604.813000000082,3.989,3.708,4046.375,5019.0,8932.31,854
255.0,1920.54,608.0,3.978,3.789,4054.752000001259,5012.35,8796.8,853
256.0,1918.21,606.0,3.978,3.484,4160.350999999791,5084.35,8775.1,852
257.0,1915.55,606.4000000003725,3.978,3.484,4148.223999999464,5084.22,8747.46,851
258.0,1913.02,604.0,3.978,3.484,4148.349000000395,5084.35,8759.94,850
259.0,1911.07,604.7999999998137,3.978,3.485,4136.320000000298,5084.32,8756.8,849
260.0,1908.54,602.0,3.978,3.485,4130.382000000216,5084.38,8731.68,848
261.0,1905.38,600.0,3.976,3.485,4119.427000000142,5048.23,8759.13,847
262.0,1902.79,598.0,3.977,3.486,4112.389999999665,5048.39,8748.23,846
263.0,1901.02,598.0,3.976,3.487,4100.319999999367,5048.32,8744.0,845
264.0,1898.27,596.0,3.976,3.486,4094.25,5048.25,8737.88,844
265.0,1896.61,598.0,3.976,3.487,4083.5509999999776,5012.35,8716.61,843
266.0,1894.62,594.4000000003725,3.976,3.487,4076.382000000216,5012.38,8684.38,842
267.0,1893.91,594.4000000003725,3.976,3.488,4076.2189999995753,5012.22,8726.56,841
268.0,1892.48,592.7999999998137,3.976,3.487,4069.112999999896,5012.31,8720.95,840
269.0,1890.62,594.0,3.975,3.488,4061.9599999999614,5012.36,8704.12,839
270.0,1890.01,591.2000000001863,3.975,3.487,4058.328000000678,5012.33,8748.39,838
271.0,1888.64,592.0,3.975,3.488,4052.311999999918,4976.31,8716.25,837
272.0,1886.94,592.0,3.974,3.487,4047.527999999933,4976.33,8702.59,836
273.0,1886.5,594.0,3.974,3.487,4040.25,4976.25,8716.06,835
274.0,1886.5,594.0,3.974,3.487,4040.3590000001714,4976.36,8726.19,834
275.0,1885.64,594.0,3.974,3.487,4040.327999999746,4976.33,8706.08,833
276.0,1873.23,582.0,3.973,3.487,4034.3600000003353,4976.36,8736.06,832
277.0,1867.69,580.0,3.969,3.493,3974.344000000506,4904.34,8739.05,831
278.0,1873.03,583.2189999995753,3.981,3.706,3920.343000000343,4893.01,8791.59,830
279.0,1888.44,593.5999999996275,3.973,3.79,3932.25,4904.25,8768.66,829
280.0,1887.72,595.2000000001863,3.974,3.488,4040.344000000506,4976.34,8750.31,828
281.0,1885.66,595.2000000001863,3.975,3.488,4040.375,4976.38,8775.44,827
282.0,1881.75,593.5999999996275,3.974,3.488,4028.375,4976.38,8722.72,826
283.0,1879.66,590.0106666665524,3.974,3.489,4016.313000000082,4940.31,8771.66,825
284.0,1877.72,589.0,3.975,3.49,4004.188000000082,4940.19,8765.19,824
285.0,1875.47,588.0,3.975,3.491,3998.375,4940.38,8744.94,823
286.0,1873.88,583.9680000003427,3.975,3.49,3989.94299999997,4940.34,8761.38,822
287.0,1872.0,586.0,3.975,3.491,3986.375,4940.38,8748.28,821
288.0,1869.56,582.4000000003725,3.974,3.491,3980.311999999918,4904.31,8750.75,820
289.0,1867.25,583.7999999998137,3.974,3.492,3968.313000000082,4904.31,8726.31,819
290.0,1865.66,583.2000000001863,3.973,3.493,3961.112999999896,4904.31,8742.69,818
291.0,1864.09,580.0,3.973,3.492,3956.375,4904.38,8725.69,817
292.0,1862.75,580.0,3.973,3.492,3950.313000000082,4904.31,8697.62,816
293.0,1860.78,579.5999999996275,3.973,3.492,3946.7120000002906,4868.31,8713.47,815
294.0,1859.38,578.0,3.973,3.493,3939.512000000104,4868.31,8695.19,814
295.0,1857.38,580.0,3.973,3.493,3932.375,4868.38,8655.66,813
296.0,1855.84,576.0,3.973,3.494,3932.3439999995753,4868.34,8697.94,812
297.0,1853.41,578.0,3.972,3.494,3925.143000000157,4868.34,8684.06,811
298.0,1848.0,574.4000000003725,3.971,3.494,3917.9119999995455,4868.31,8661.5,810
299.0,1847.53,570.0,3.971,3.495,3910.775000000373,4832.38,8684.41,809
300.0,1824.0,560.0,3.966,3.497,3889.112999999896,4832.38,8715.44,808
301.0,1830.06,560.0,3.964,3.501,3836.313000000082,4760.31,8722.06,807
302.0,1834.12,559.188000000082,3.975,3.716,3787.375,4753.0,8763.38,806
303.0,199941.6,192008.47800016776,4.265,3.299,67380.00400000066,79145.63,79145.63,805
304.0,1889.38,584.0,3.965,3.491,4493.951999999583,5552.35,9901.73,804
305.0,1895.68,596.0,3.97,3.498,4047.5520000001416,4976.35,8852.77,803
306.0,1897.41,599.2000000001863,3.971,3.495,4069.119999999181,5012.32,8853.06,802
307.0,1896.22,598.4000000003725,3.972,3.495,4070.350999999792,5012.35,8861.57,801
308.0,1894.08,600.0,3.973,3.495,4069.120000000112,5012.32,8844.48,800
309.0,1891.14,598.0,3.974,3.495,4061.9210000000894,4976.32,8855.39,799
310.0,1888.64,597.5999999996275,3.975,3.495,4047.5509999999776,4976.35,8888.48,798
311.0,1884.58,593.5999999996275,3.975,3.496,4040.319999999367,4976.32,8854.98,797
312.0,1881.5,590.0,3.976,3.496,4025.982999999076,4940.38,8846.66,796
313.0,1888.73,597.5999999996275,3.981,3.496,4016.225999999792,4940.23,8807.36,795
314.0,1875.61,588.0,3.976,3.493,4033.150999999605,4976.35,8839.42,794
315.0,1872.38,584.0,3.976,3.497,3997.150999999605,4940.35,8793.66,793
316.0,1868.05,580.0,3.975,3.497,3982.7210000008345,4904.32,8784.81,792
317.0,1865.47,582.0,3.975,3.498,3968.39100000076,4904.39,8784.7,791
318.0,1863.14,579.2000000001863,3.974,3.499,3961.158999999054,4904.36,8754.44,790
319.0,1860.09,577.5999999996275,3.974,3.499,3953.974999999628,4868.38,8717.14,789
320.0,1857.8,574.0,3.974,3.499,3944.327999998816,4868.33,8712.0,788
321.0,1854.72,576.0,3.973,3.5,3932.3600000003353,4868.36,8701.7,787
322.0,1852.19,574.0,3.973,3.5,3926.375,4868.38,8701.56,786
323.0,1849.77,570.4000000003725,3.973,3.5,3920.2340000001714,4868.23,8723.11,785
324.0,1847.36,571.0,3.973,3.5,3910.7440000018105,4832.34,8700.19,784
325.0,1841.34,565.5999999996275,3.972,3.501,3903.5439999997616,4832.34,8669.86,783
326.0,1836.19,561.0,3.971,3.504,3884.375,4832.38,8669.11,782
327.0,1832.78,561.5939999995753,3.979,3.714,3794.3439999995753,4760.01,8807.09,781
328.0,1840.47,564.0,3.968,3.796,3781.205999999307,4760.41,8744.22,780
329.0,1841.22,566.0,3.971,3.506,3890.25,4832.25,8687.41,779
330.0,1837.97,562.0,3.971,3.504,3890.375,4832.38,8644.72,778
331.0,1834.84,563.0,3.97,3.503,3881.974999999628,4796.38,8684.16,777
332.0,1830.72,560.0,3.969,3.505,3872.186999999918,4796.19,8628.84,776
333.0,1829.53,560.0,3.969,3.505,3860.344000000506,4796.34,8678.84,775
334.0,1826.91,558.0,3.969,3.505,3854.311999999918,4796.31,8665.5,774
335.0,1824.12,556.0,3.969,3.505,3845.912999999709,4760.31,8650.66,773
336.0,1822.75,556.0,3.969,3.505,3836.311999999918,4760.31,8641.75,772
337.0,1821.16,558.0,3.969,3.505,3830.4060000004247,4760.41,8680.38,771
338.0,1818.56,554.0,3.968,3.505,3824.375,4760.38,8630.81,770
339.0,1816.31,555.0,3.968,3.505,3817.26900000032,4724.47,8629.72,769
340.0,1813.94,554.0,3.968,3.506,3806.3439999995753,4724.34,8644.81,768
341.0,1812.19,551.4000000003725,3.968,3.506,3800.3439999995753,4724.34,8630.97,767
342.0,1809.34,550.0,3.967,3.506,3794.375,4724.38,8663.66,766
343.0,1807.34,550.0,3.967,3.508,3781.143000000157,4688.34,8656.16,765
344.0,1805.59,546.0,3.966,3.507,3773.9119999995455,4688.31,8635.94,764
345.0,1804.56,548.0,3.967,3.507,3770.313000000082,4688.31,8673.94,763
346.0,1803.38,548.0,3.967,3.507,3764.313000000082,4688.31,8645.09,762
347.0,1801.94,546.0,3.966,3.509,3759.512000000104,4688.31,8644.84,761
348.0,1800.41,546.0,3.966,3.507,3752.311999999918,4688.31,8649.47,760
349.0,1795.88,544.0,3.964,3.507,3752.25,4688.25,8671.69,759
350.0,1781.19,534.0,3.962,3.509,3734.375,4652.38,8640.06,758
351.0,1780.62,535.188000000082,3.969,3.72,3598.311999999918,4564.0,8815.31,757
352.0,1799.52,544.0,3.957,3.805,3565.1519999988377,4544.35,8790.82,756
353.0,1804.38,548.0,3.961,3.509,3758.3530000010505,4688.35,8674.62,755
354.0,1802.75,552.0,3.962,3.507,3770.319000000134,4688.32,8630.02,754
355.0,1801.57,552.7999999998137,3.962,3.507,3766.6250000009313,4688.23,8686.08,753
356.0,17.57,42.8571428572759,3.078,3.482,105.0802500154823,8.0,8.32,752
357.0,1799.39,554.0,3.964,3.505,3836.320000000298,4760.32,8791.49,751
358.0,1797.15,548.0,3.964,3.508,3752.3829999994487,4652.38,8710.53,750
359.0,1794.27,546.0,3.965,3.509,3740.253999999724,4652.25,8695.9,749
360.0,1791.39,545.0,3.965,3.509,3730.7199999997392,4652.32,8686.37,748
361.0,1788.32,541.0,3.965,3.509,3716.2269999999553,4652.23,8713.89,747
362.0,1785.05,540.0,3.965,3.51,3709.150999999605,4616.35,8694.43,746
363.0,1781.92,539.0,3.965,3.511,3694.752000001259,4616.35,8669.44,745
364.0,1779.84,536.0,3.965,3.512,3686.288999999873,4616.29,8653.22,744
382.0,1741.31,517.0,3.957,3.522,3572.4060000004247,4472.41,8515.67,726
383.0,1739.48,516.0,3.957,3.522,3566.327999998816,4472.33,8523.59,725
384.0,1738.36,516.0,3.957,3.521,3560.313000000082,4472.31,8503.45,724
385.0,1736.91,515.0,3.957,3.521,3558.037999998778,4472.44,8544.16,723
386.0,1735.0,515.0,3.957,3.521,3548.2970000002533,4472.3,8516.0,722
387.0,1732.92,512.0,3.957,3.522,3542.369833333418,4472.38,8503.67,721
388.0,1730.34,512.0,3.956,3.522,3536.313000000082,4436.31,8506.08,720
389.0,1728.88,513.0,3.956,3.522,3524.3289999999106,4436.33,8559.02,719
390.0,1726.78,510.0,3.956,3.522,3518.2810000004247,4436.28,8547.45,718
391.0,1724.97,509.0,3.956,3.523,3512.2649999996647,4436.26,8529.8,717
392.0,1724.33,509.0,3.956,3.523,3506.360000000336,4436.36,8529.0,716
393.0,1722.31,508.0,3.956,3.523,3506.360000000336,4400.36,8508.91,715
394.0,1721.0,508.0,3.956,3.523,3500.3909999998286,4400.38,8529.0,714
395.0,1719.78,508.0,3.955,3.525,3493.143999999389,4400.34,8535.09,713
396.0,1717.72,507.0,3.955,3.524,3488.313000000082,4400.31,8535.09,712
397.0,1715.09,505.7142857145518,3.955,3.525,3478.806000000797,4400.41,8541.91,711
398.0,1702.66,502.7970000002533,3.956,3.729,3353.343999999576,4319.03,8781.44,710
399.0,198273.31,126577.48999998251,4.26,3.305,65219.99799999967,76928.77,76928.77,709
400.0,1745.86,510.0,3.943,3.507,4169.952000000514,5228.35,10207.33,708
401.0,1754.11,518.1428571427241,3.949,3.534,3578.3520000008866,4472.35,8732.03,707
402.0,1755.01,522.0,3.95,3.532,3608.225000000559,4508.23,8689.92,706
403.0,1754.11,521.0,3.952,3.531,3608.352000000887,4508.35,8716.57,705
404.0,1751.49,522.0,3.953,3.531,3602.320000000298,4508.32,8732.76,704
405.0,1747.45,517.0,3.954,3.531,3593.825999999419,4508.23,8684.23,703
406.0,1744.06,517.1428571427241,3.955,3.531,3578.3509999997914,4472.35,8720.03,702
407.0,1741.02,515.1428571427241,3.955,3.531,3566.3509999997914,4472.35,8684.16,701
408.0,1736.99,510.0,3.955,3.532,3557.9519999995828,4472.35,8719.59,700
409.0,1733.15,509.0,3.955,3.532,3542.2579999994487,4436.26,8680.06,699
410.0,1730.05,508.0,3.954,3.531,3524.321000000462,4436.32,8656.45,698
411.0,1725.8,507.0,3.954,3.532,3514.751000000164,4436.35,8626.49,697
412.0,1722.88,506.0,3.953,3.532,3500.321000000462,4400.32,8615.35,696
413.0,1719.66,504.0,3.953,3.534,3488.343999999576,4400.34,8600.86,695
414.0,1715.88,502.0,3.953,3.533,3478.728000000119,4400.33,8584.24,694
415.0,1712.39,500.0,3.952,3.533,3464.235000000336,4364.24,8601.67,693
416.0,1708.92,499.0,3.952,3.533,3457.018999999389,4364.22,8562.69,692
417.0,1704.03,496.0,3.951,3.534,3442.742999999784,4364.34,8572.73,691
418.0,1702.84,495.0,3.951,3.535,3428.313000000082,4328.31,8549.66,690
419.0,1699.3,494.0,3.95,3.535,3422.218999999576,4328.22,8534.69,689
420.0,1696.74,493.0,3.95,3.536,3413.989999999292,4328.39,8543.48,688
421.0,1692.0,492.0,3.95,3.535,3404.35899999924,4328.36,8503.56,687
422.0,1686.52,490.0,3.949,3.536,3392.2179999994114,4292.22,8528.7,686
423.0,1679.59,490.8125,3.953,3.735,3248.359000000172,4207.02,8787.92,685
424.0,1690.28,490.2857142854482,3.946,3.827,3241.1440000003204,4184.34,8635.34,684
425.0,1690.38,491.5714285718277,3.948,3.538,3392.344000000506,4292.34,8516.16,683
426.0,816.0,487.0,3.948,3.537,3392.3430000003427,4292.34,8509.84,682
427.0,1690.05,491.0,3.942,3.992,716.3839999996126,1592.38,5863.71,681
428.0,1693.05,492.0,3.947,3.536,3380.351999999024,4292.35,8504.35,680
429.0,1690.27,492.0,3.947,3.535,3392.3199999993667,4292.32,8493.89,679
430.0,1687.1,490.7142857145518,3.947,3.535,3386.320000000298,4292.32,8471.11,678
